"publishedTimeText","simpleText","votes","author","isReply","isHearted","isPinned","isPaid","paidAmount","isSponsor","sponsorshipMonths"
"1 hour ago","Guys 2024 YouTube rewind plz","1","@Awesomegamingandmemes","false","false","false","false","","false",""
"10 hours ago","Jaiden animations slayed","1","@Leighton-tp4mc","false","false","false","false","","false",""
"12 hours ago","The like to dislike ratio is 3.2M : 20.4M  The amount of likes is 1/7 the amount of dislikes.  1/11 Of the people who watched this video gave it what deserved...    ...A dislike.","1","@Derrik28","false","false","false","false","","false",""
"17 hours ago","Like if you’re here bc of the pretty basic podcast HAHAHAH","1","@elvidiadeborarivera","false","false","false","false","","false",""
"17 hours ago","Gahhhhh its rewind time","1","@Primal_Pro","false","false","false","false","","false",""
"20 hours ago","Minecraft","1","@MeMeGuY146","false","false","false","false","","false",""
"21 hours ago","Need one more in 2025  Those who are intrested  Comment on youtube","1","@enderguy7141","false","false","false","false","","false",""
"22 hours ago","The way that MrBeast and matpat are not there makes it 100 times worse","1","@gamerpro16284","false","false","false","false","","false",""
"20 hours ago","Mrbeast wasn't even famous in 2018","0","@Dencel.","true","false","false","false","","false",""
"18 hours ago"," @Dencel.  How many subs","0","@gamerpro16284","true","false","false","false","","false",""
"18 hours ago"," @gamerpro16284  about 8 mil","0","@Dencel.","true","false","false","false","","false",""
"17 hours ago"," @Dencel. He had 10 million . Thats pretty famous","0","@Natalies_editss","true","false","false","false","","false",""
"11 hours ago"," @Natalies_editss  not big enough to be on rewind","0","@Dencel.","true","false","false","false","","false",""
"1 day ago","return youtube dislike extension","1","@zanonymous11","false","false","false","false","","false",""
"1 day ago","This video was the main reason that Youtube Hided dislike count","1","@nerddoctor8505","false","false","false","false","","false",""
"1 day ago","Eso luzu😎","1","@Venusneon","false","false","false","false","","false",""
"1 day ago","if you guys want to be able to see dislikes there is an extension on chrome called Return youtube dislikes.","1","@CohenSchmidt","false","false","false","false","","false",""
"1 day ago","20M dislikes, 3.1M likes, more likes them dislikes","1","@pugbert123","false","false","false","false","","false",""
"2 days ago","Year: 2024 Number of dislikes: 20Million","1","@indiankidtuber3247","false","false","false","false","","false",""
"2 days ago","No: of likes: 3.1Million","0","@indiankidtuber3247","true","false","false","false","","false",""
"2 days ago","Once we got to kpop it all went downhill 💀","1","@ShepTheCreator","false","false","false","false","","false",""
"2 days ago (edited)","They need  to make YouTube rewind 2023 with all the new streamers","1","@redsus6798","false","false","false","false","","false",""
"2 days ago","0:25 isnt that itsfunneh?","1","@Oltheboll","false","false","false","false","","false",""
"2 days ago (edited)","Only came here for the animation youtubers, PewDePie, and Markiplier","1","@Dusty_123","false","false","false","false","","false",""
"3 days ago","why did we let them control rewind :`(","1","@ProfessionalCommunist","false","false","false","false","","false",""
"3 days ago","Likes: 3.1M Dislikes: 20M This should be a world record the creator of YouTube has most dislikes🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣","1","@MuizzLeader","false","false","false","false","","false",""
"3 days ago","White people","1","@Galil_Ace","false","false","false","false","","false",""
"4 days ago","At least it was an insane experience","1","@bfdixiifan","false","false","false","false","","false",""
"4 days ago","yes, it's creamy","0","@dom_officiel","true","false","false","false","","false",""
"4 days ago","""Most disliked Video On YouTube"" Who Came Here Searching And Reading My Comment You're Blessed Today 🙌  Date: 2024 Month: June 2 Time: 6:45 AM","1","@MannRai","false","false","false","false","","false",""
"4 days ago","Still the worst after 5 years .","1","@Joe-grado","false","false","false","false","","false",""
"4 days ago","Let’s put everything from 2016 & 2017 in to one video and say it’s 2018","1","@user-on8vu4dq8k","false","false","false","false","","false",""
"4 days ago","After this YouTube was never the same","1","@user-bz2mc9dv6o","false","false","false","false","","false",""
"5 days ago (edited)","Wait, so what was wrong with the 2018 Rewind and why did it get so many dislikes?","1","@Tenet-yx4dk","false","false","false","false","","false",""
"5 days ago","because youtube coward decided to hide dislike count instead of listening why people dislike it","1","@p1ntu_","true","false","false","false","","false",""
"5 days ago","3,160,609 likes, but 20,429,590 dislikes. 13.4% of people liked the video and 86.6% disliked.","1","@WoahCuber","false","false","false","false","","false",""
"5 days ago","i'm just here to see James do the in my feelings challenge","1","@secret_sw00sh","false","false","false","false","","false",""
"5 days ago","dude this video is so good why do people hate it","1","@POPCATPLAYZ123","false","false","false","false","","false",""
"6 days ago","This is pretty good not going to lie 😊","1","@NathanWalker-hk1lm","false","false","false","false","","false",""
"6 days ago","Y'all the current dislikes are 20.429.751 rn","1","@Birbullah","false","false","false","false","","false",""
"6 days ago","there's a reason this has 20M dislikes.","1","@Simplixcity","false","false","false","false","","false",""
"6 days ago","Idk why people hate youtube rewind 2018 its So good😊","1","@Moai419","false","false","false","false","","false",""
"6 days ago","Yeah","0","@NathanWalker-hk1lm","true","false","false","false","","false",""
"7 days ago","This is the moment everything went downhill..","1","@red_samuraiXx","false","false","false","false","","false",""
"7 days ago","If you watch this on mute if looks worse","1","@Pastorpeter1","false","false","false","false","","false",""
"7 days ago","Timestamps for the video  Start: 0:00  End: 8:13","1","@MrCommentGod","false","false","false","false","","false",""
"7 days ago","20 million dislikes!","1","@Lemdondade","false","false","false","false","","false",""
"7 days ago","Who’s here because of odd1sout","1","@jordanwalker2109","false","false","false","false","","false",""
"8 days ago","Ik TheOdd1sout and Jaiden Animations","1","@katiehensley1487","false","false","false","false","","false",""
"8 days ago","We need YouTube rewind back 😢😢😢😢😢😢😢😢😢😢😢","1","@AlejandraHerreracapoppies","false","false","false","false","","false",""
"8 days ago","Congrats for the most dislikes on utube u got more than karma","1","@numberlive7andnumberlive2t63","false","false","false","false","","false",""
"9 days ago","20428905 dislikes to 3160503 likes, removing the dislike button did nothing to cover this up and the count should be offically reinstated so people like myself dont have to be annoying by commenting the dislike ratio","1","@foxtrot_brainded9000","false","false","false","false","","false",""
"9 days ago","Referiensia a BTS","1","@monicaavalos5886","false","false","false","false","","false",""
"9 days ago","4:11 bro wth","1","@Sawyer-sm6gs","false","false","false","false","","false",""
"10 days ago","Idk y nobody liked it. Its my fav video so far. Remembering the thing of the past😢 so wholesome 😄😄😄","1","@AbigailCaula","false","false","false","false","","false",""
"10 days ago","Who’s here in 2024 💀","1","@Boom9737yt","false","false","false","false","","false",""
"10 days ago","fortnite and markass brownlee","1","@scoobertgaming69","false","false","false","false","","false",""
"10 days ago","RE WATCHING THIS IT WASNT THAT BAD","1","@Yourdarlingal-","false","false","false","false","","false",""
"7 days ago","just totaly disconnected from everything of that years","0","@phenixqc3197","true","false","false","false","","false",""
"10 days ago","-20M dislikes","1","@Trulck","false","false","false","false","","false",""
"11 days ago","6:14 поззиии?","1","@super_king9826","false","false","false","false","","false",""
"11 days ago","Да, это он","0","@jacklife8264","true","false","false","false","","false",""
"11 days ago","2024 anyone?","1","@user-zn8co2bi8v","false","false","false","false","","false",""
"11 days ago","Me","1","@Editzpz","true","false","false","false","","false",""
"11 days ago","Anyone else here from those most disliked videos","1","@Rosee224","false","false","false","false","","false",""
"11 days ago","That's crazy the biggest ratio on youtube is by youtube (20 million dislikes)","1","@omarfarsi1482","false","false","false","false","","false",""
"11 days ago","WAIT THE MINI SPIDER","1","@sillystuffofficial664","false","false","false","false","","false",""
"12 days ago","Bro literally says fortnite in the beginning","1","@Spyro16-mt5rk","false","false","false","false","","false",""
"12 days ago (edited)","The two parts with Will Smith are the only good parts lol and marshmallow is good","1","@RickyJohnson-cb5xx","false","false","false","false","","false",""
"12 days ago","Guys lets do the in my feeling challenge 😂😂😂😂","1","@francisxavierparagoso8160","false","false","false","false","","false",""
"12 days ago","20 million dislikes 🗣","1","@joshuakumar9984","false","false","false","false","","false",""
"12 days ago","Even though this is terrible it makes me want to go back to 2018 still","1","@DAEMONWAL","false","false","false","false","","false",""
"12 days ago","BOO!","1","@ihatearmadillos","false","false","false","false","","false",""
"13 days ago","be cuz this is a flashback","1","@jennyttorres6379","false","false","false","false","","false",""
"13 days ago","We’re is dream","1","@Retardedtiger","false","false","false","false","","false",""
"13 days ago","You know what this rewind is missing pewdiepie","1","@Finnjake10YT","false","false","false","false","","false",""
"13 days ago","HERES THE LIKES/DISLIKES   LIKES: 3,160,403                3.1M DISLIKES: 20,428,258                    20M","1","@GamingBois_","false","false","false","false","","false",""
"2 weeks ago","Why is this so hated?","1","@vanessadossantos4436","false","false","false","false","","false",""
"13 days ago","Cu's most people are like sheep","0","@diegourielastorgadiaz7369","true","false","false","false","","false",""
"2 weeks ago","20m dislikes and 3m likes 💀","1","@user-yo7mh3bo9u","false","false","false","false","","false",""
"2 weeks ago","is love how this vid has 20.4m dislikes","1","@Stupid.Keyboard.69","false","false","false","false","","false",""
"2 weeks ago","Why does everyone dislike this video tho??","1","@HxskerDxst","false","false","false","false","","false",""
"2 weeks ago","Yaa its rewind time 20MIO dislikes!","1","@Dieser_Stephan","false","false","false","false","","false",""
"2 weeks ago","but like whats actually so bad abt this 😭😭-","1","@aanya._--_1","false","false","false","false","","false",""
"2 weeks ago","Not trying to be rude at all but you look pretty young in your PFP. This was a different time on youtube with its own special era of drama going on. You kinda had to be there to understand the hate.","0","@CryptbloomEnjoyer","true","false","false","false","","false",""
"2 weeks ago"," @CryptbloomEnjoyer  that's my cousin..","0","@aanya._--_1","true","false","false","false","","false",""
"2 weeks ago","at the time this was goofy asf","0","@tactical735","true","false","false","false","","false",""
"2 weeks ago"," @tactical735  yh but..","0","@aanya._--_1","true","false","false","false","","false",""
"13 days ago"," @aanya._--_1  It was never that bad, people are just... people.","1","@diegourielastorgadiaz7369","true","false","false","false","","false",""
"12 days ago","​ @tactical735  I'd rather this than 2023 and 2024","0","@imnotblitzgaming","true","false","false","false","","false",""
"2 weeks ago","20 million dislike hahaha","1","@Kuuttilainen","false","false","false","false","","false",""
"2 weeks ago",":yt:👎:yt:","1","@anonimUs775","false","false","false","false","","false",""
"2 weeks ago","Anybody see Nick en 30","1","@jasmincallejas8368","false","false","false","false","","false",""
"2 weeks ago","so goofy that it got 20m dislikes","1","@catthatexplodes","false","false","false","false","","false",""
"2 weeks ago","The only good bits are ninja and the animations singing 😂","1","@Forls-oq7xh","false","false","false","false","","false",""
"2 weeks ago","3:03 the legendary,odd1sout :)","1","@Keebot1216","false","false","false","false","","false",""
"2 weeks ago","Itfunnehs and Dan tm ik","1","@angelabrown4709","false","false","false","false","","false",""
"2 weeks ago","like dis!","1","@fryven1","false","false","false","false","","false",""
"2 weeks ago","Nobody knows any of these people except for Nick eh 30 and ninja","1","@CarlosGraham-lj9rr","false","false","false","false","","false",""
"2 weeks ago","Im sooo sad that Technoblade isnt here...","1","@TH3_3P1C_J4N","false","false","false","false","","false",""
"2 weeks ago","in the video?","0","@supergabbe","true","false","false","false","","false",""
"2 weeks ago","In my opinion, 2018 rewind is the best rewind.","1","@TheRainBowNoob55454","false","false","false","false","","false",""
"2 weeks ago","20m dislikes lol","1","@finnish_mapping_","false","false","false","false","","false",""
"2 weeks ago","This is the most disliked video!","1","@reginha2010","false","false","false","false","","false",""
"2 weeks ago","3.1M Likes, 20M Dislikes","1","@Noobivert","false","false","false","false","","false",""
"2 weeks ago","Wait this aint that bad","1","@AmounHarry","false","false","false","false","","false",""
"2 weeks ago","there was a real cat (very sweet baby <3), bongo cat, and baby shark. why is it the most hated. also there was FREAKIN LUCAS THE SPIDER WHAT ELSE DO YALL WANT? also Jaiden animations and odd1sout James","1","@kaitlynm7943","false","false","false","false","","false",""
"2 weeks ago","Fortnite","1","@Kingcharles5656","false","false","false","false","","false",""
"2 weeks ago","3.1M likes, 20M dislikes. Yeesh.","1","@imtired-na-","false","false","false","false","","false",""
"3 weeks ago","This is what happens when you don't ask your viewers to like and subscribe","1","@Opskm","false","false","false","false","","false",""
"3 weeks ago (edited)","YouTube probably removed dislikes because of this. (20,426,985 dislikes on this video)","1","@MorbiddaPlays","false","false","false","false","","false",""
"3 weeks ago","Why the heck are people hating on this! It’s just a fun time when we can come together at the end of the year and just watch something fun! Even if their favorite YouTuber isn’t in here they shouldn’t get so angry about it and just appreciate it because they took the effort to get all these creators together!","1","@Raineismeee","false","false","false","false","","false",""
"3 weeks ago","Is that the most hated video?","1","@bernardi5413","false","false","false","false","","false",""
"3 weeks ago","3:03 ""guys let's do the in my feelings challenge""","1","@carolinemerz5694","false","false","false","false","","false",""
"3 weeks ago","20 M ! (-dislikes)","1","@quodscio","false","false","false","false","","false",""
"3 weeks ago","this is awesome ngl","1","@briankrillz","false","false","false","false","","false",""
"3 weeks ago","Odds1out brought us all to this masterpiece of a failure","1","@BRproductions6173","false","false","false","false","","false",""
"3 weeks ago","Who camped from the odds1out","1","@abrahamramos6810","false","false","false","false","","false",""
"3 weeks ago","bro what the cringe is this","1","@XENSION3528","false","false","false","false","","false",""
"3 weeks ago","oh yeah, youtube cringefest","1","@DiegoSouz","false","false","false","false","","false",""
"3 weeks ago","This was genuinely so dissapointing for its time :(","1","@Leafadealy","false","false","false","false","","false",""
"3 weeks ago","Fun fact: this video was completely scripted.  We never got to control rewind, rewind controlled us.","1","@_squarecat_","false","false","false","false","","false",""
"3 weeks ago","Ok it ain’t that bad","1","@Peppa-pig-army","false","false","false","false","","false",""
"3 weeks ago","No wonder why this the most hated video on YouTube","1","@PetaPhile-hu2ze","false","false","false","false","","false",""
"3 weeks ago","Lol","1","@MAHOMES355","false","false","false","false","","false",""
"3 weeks ago","2024  Yall let’s stop the hate because it’s awesome","1","@HunterRodes-tk7pw","false","false","false","false","","false",""
"3 weeks ago","No way this is getting nostalgic 😭😭😭","1","@VanuatuBallMapper","false","false","false","false","","false",""
"3 weeks ago","20 Million dislikes as of now, shame that the public is unable to see it without using extensions and other shenanigans","1","@Memories_broken_","false","false","false","false","","false",""
"3 weeks ago","Fire","1","@ChelseaAppollo","false","false","false","false","","false",""
"3 weeks ago","Kinda interesting how they included content farms and people who were known to have ""cheese pizza"" in this 👍","1","@Acevant","false","false","false","false","","false",""
"3 weeks ago","It’s funny in the battle bus!?","1","@TJVanSchalkwyk","false","false","false","false","","false",""
"3 weeks ago","2024  CONGRATS EVERYONE  WE MADE IT TO 20M DISLIKES!","1","@viddythehat","false","false","false","false","","false",""
"3 weeks ago","Can someone please tell me why this is the most disliked YouTube video? Like is there any particular reason or something??","1","@Ailurophile4006","false","false","false","false","","false",""
"3 weeks ago (edited)","Because it didn't represent in any kind of way what the youtube in the year of 2018 was, that was the objective... So it was just a stupid joke, irrelevant people that no one cared about.","1","@GamerSliting","true","false","false","false","","false",""
"3 weeks ago (edited)","3.1M Likes, 20M Dislikes.","1","@flos251","false","false","false","false","","false",""
"3 weeks ago","Why do people hate this?","1","@RMR_Entertainment","false","false","false","false","","false",""
"3 weeks ago","Yeah?","0","@ezzzbedwars4710","true","false","false","false","","false",""
"3 weeks ago","It was cringe at the time and it still is. It shows how little to no care Youtube gives to its community and audience.","4","@autoplusservice1983","true","false","false","false","","false",""
"3 weeks ago","You weren’t there","1","@DEKZFilms","true","false","false","false","","false",""
"3 weeks ago","Because it didn't represent in any kind of way what the youtube in the year of 2018 was, that was the objective... So it was just a stupid joke, irrelevant people that no one cared about.","0","@GamerSliting","true","false","false","false","","false",""
"3 weeks ago","Cool rewind","1","@Amirproku0","false","false","false","false","","false",""
"3 weeks ago","It got really cringey by the halfway mark","1","@philipwilliams6307","false","false","false","false","","false",""
"3 weeks ago","the reason people like this video is the fact it isn't disliked too much","1","@s1quattro620","false","false","false","false","","false",""
"3 weeks ago","The year that made the world become what it is now, SAD","1","@megafaggotproduction2158","false","false","false","false","","false",""
"3 weeks ago","20m dislikes.. MORE THEN JOJO SIWA :0","1","@Chezburger-hx3zs","false","false","false","false","","false",""
"3 weeks ago","Never let will smith cook again","1","@Dabsinn","false","false","false","false","","false",""
"3 weeks ago","bring back dislike","1","@nanika7205","false","false","false","false","","false",""
"3 weeks ago (edited)","3:03 is where the odd1sout comes in","1","@Gymnastic_Besties","false","false","false","false","","false",""
"4 weeks ago","Yo is Drake really about to break this dislike record 😂😂😂","1","@MJGhost","false","false","false","false","","false",""
"4 weeks ago","People here in 2024  🖕","1","@brooksbeckwith5813","false","false","false","false","","false",""
"4 weeks ago (edited)","YouTube if you see this you owe James he brought back rewind and so should you you owe him about 500k. That’s not my choice tho","1","@Itz_Arxhjtect5","false","false","false","false","","false",""
"4 weeks ago","how does this have more dislikes than likes tho???","1","@AgentMelonYT","false","false","false","false","","false",""
"4 weeks ago","Because it absolutely f-ing sucked","2","@lekevire","true","false","false","false","","false",""
"4 weeks ago","Man id rather have something like this instead of nothing...","1","@MomosMong","false","false","false","false","","false",""
"4 weeks ago","Imagine if Rewind 2023 existed and it's just skibidi toilet and pure brainrot","1","@jwzc","false","false","false","false","","false",""
"4 weeks ago","Anyone in 2024?","1","@itzmelouis4068","false","false","false","false","","false",""
"4 weeks ago","Most disliked video 🤣on yt is yt this video💀","1","@Ranveergamerz-md8ok","false","false","false","false","","false",""
"4 weeks ago","Team Nick Eh 30 carried the video     👇🏽","1","@Josieisthegoat","false","false","false","false","","false",""
"4 weeks ago","Horrible video 🙄","1","@IfChrisThenMueller","false","false","false","false","","false",""
"4 weeks ago","Is that Markiplier? 3:50","1","@TheRealLegoDocOck","false","false","false","false","","false",""
"4 weeks ago","Watching it now it wasn't thas bad? Still bad tho but less than in my memories","1","@sylnojj","false","false","false","false","","false",""
"4 weeks ago","2024 wow","1","@skeuro5984","false","false","false","false","","false",""
"4 weeks ago","Does YouTube give themselves the subscriber plaques?","1","@We4Mare","false","false","false","false","","false",""
"4 weeks ago","When you want to like and dislike at the same time... 😭😂💀","1","@isabella_molina","false","false","false","false","","false",""
"4 weeks ago","My favorite part is after 8:13","1","@AndrewKlink","false","false","false","false","","false",""
"4 weeks ago","K P O P","1","@SirensOfNC","false","false","false","false","","false",""
"4 weeks ago","20m dislikes😭😭","1","@aiiquillia","false","false","false","false","","false",""
"4 weeks ago","they even got will smith","1","@Mark_Master86","false","false","false","false","","false",""
"1 month ago","Markass Brownlee","1","@DrGameYT","false","false","false","false","","false",""
"1 month ago","After this rewind the dislike number got hide","1","@serialdesignationT123","false","false","false","false","","false",""
"1 month ago","20.4 million dislikes. Deserves more","1","@user-gr6xi8sk8d","false","false","false","false","","false",""
"1 month ago","20 mil dislikes fkbjswebhkjdfkvhwesfbk","1","@resimmaster","false","false","false","false","","false",""
"1 month ago","Currently at 20.4 million dislikes","1","@Domz22","false","false","false","false","","false",""
"1 month ago","3M likes 20M dislikes R.I.P","1","@DerEchte101","false","false","false","false","","false",""
"1 month ago","低評価が見れなくなったの悲しい（）","1","@Wasuretayo47","false","false","false","false","","false",""
"1 month ago","""Let's give the people what they want"", the dislike button not weird cube people","1","@charlie-fx8zn","false","false","false","false","","false",""
"1 month ago","3.1M likes 20M dislikes","1","@JudeSmithEdits","false","false","false","false","","false",""
"1 month ago","This video is bad","1","@Bjf_150","false","false","false","false","","false",""
"1 month ago","People who are watching this because of theodd1sout","1","@caleb4323","false","false","false","false","","false",""
"1 month ago","This video is the actual reason why youtube removed dislikes.😊","1","@KirbyCool12345","false","false","false","false","","false",""
"1 month ago","21 million dislikes. never forget","1","@Mr101editz","false","false","false","false","","false",""
"1 month ago","this is the most disliked video YouTube  AND ITS FROM YOUTUBE","1","@sevjafar8518","false","false","false","false","","false",""
"1 month ago","Heck im here for the animators","1","@KuroTheUnstoppableYT","false","false","false","false","","false",""
"1 month ago","How come this is the most disliked one? People are so weird","1","@Momo-zs9nk","false","false","false","false","","false",""
"1 month ago","it practically wasnt even youtube rewind anymore","0","@billstolemyshoes","true","false","false","false","","false",""
"1 month ago","People that came from theoddsoneout 👇","1","@CalebBrown-zu7np","false","false","false","false","","false",""
"1 month ago","the fact that overwatch 2 trailers have a better ratio of likes and dislikes than this video is crazy 💀","1","@TesterGuy99","false","false","false","false","","false",""
"1 month ago (edited)","1st off, who are half of these people, second off, do not let them control it again!","1","@denny_dens","false","false","false","false","","false",""
"1 month ago","so this is the reason they removed the dislike button","1","@justbortelo","false","false","false","false","","false",""
"1 month ago","20,000,000 dislikes!!!!!!!!!!!!!!!!!!","1","@carythestickman","false","false","false","false","","false",""
"1 month ago","Ngl Jaiden was the floating door of this sinking titanic of a video☠️☠️☠️","1","@LiamSmith-zh5el","false","false","false","false","","false",""
"1 month ago","True","0","@ShinSpino","true","false","false","false","","false",""
"1 month ago","Nah, what is this💀💀💀","1","@elraidlocke7955","false","false","false","false","","false",""
"1 month ago","What kind of rewind is that ??","1","@JGS__","false","false","false","false","","false",""
"1 month ago","20M dislikes holy shi","1","@willybum24","false","false","false","false","","false",""
"1 month ago","3:33 t remembering","1","@Heavy438","false","false","false","false","","false",""
"1 month ago","jojo siwa broke the world record THIS AIN'T THE MOST DISLIKED VIDEO NO MORE","1","@kermitcausewhynot2014","false","false","false","false","","false",""
"1 month ago","Are we meant to know who half these ppl are","1","@timstams","false","false","false","false","","false",""
"1 month ago","0:10 no its not","1","@EarthWubboxyt","false","false","false","false","","false",""
"1 month ago","Anyone from 2024","1","@Forcross","false","false","false","false","","false",""
"1 month ago","MELTING LIPSTICK???   -electroboom","1","@NoobDude929","false","false","false","false","","false",""
"1 month ago","6:33 the worst song in the world","1","@no.name1","false","false","false","false","","false",""
"1 month ago","Não entendi bulhufas","1","@alexrodrigo8704","false","false","false","false","","false",""
"1 month ago","3Mill likes and 20Mill dislikes wow congratoulations:yt:","1","@Christina_pro5665","false","false","false","false","","false",""
"1 month ago","So many dislikes","1","@Dragonbus52101","false","false","false","false","","false",""
"1 month ago","God watching this in 2024 fills me with hate","1","@solway9997","false","false","false","false","","false",""
"1 month ago","Pewds 2018 rewind is wayyy better","1","@ZPGM69","false","false","false","false","","false",""
"1 month ago","Susan Wackajob couldnt take da HEET so she removed the dislikes like how Oceania from 1984 removes any and all forms of opposition via thoughtlolice and mass surveillance","1","@marcusbaker830","false","false","false","false","","false",""
"1 month ago","perfect 6:50","1","@Striker_AR","false","false","false","false","","false",""
"1 month ago","LMAOO","0","@P1X13luv","true","false","false","false","","false",""
"1 month ago","Cool","1","@tristanbollen6034","false","false","false","false","","false",""
"1 month ago","one of the best songs in my opnion it was high hopes and happier two of my favorite songs😃 and james part","1","@familiagamerdogabriel","false","false","false","false","","false",""
"1 month ago","why did it get so many dislikes this is the best","1","@roblox_beater10","false","false","false","false","","false",""
"1 month ago","Me dió ganas de sufrir un rato y vine a ver este pedazo de M1€RD∆ que salió hace 5 años 👍","1","@Dreamed-Black","false","false","false","false","","false",""
"1 month ago","Guys, lets all see what youtube does if we like this video.","1","@emolga6128","false","false","false","false","","false",""
"1 month ago","Ok nevermind...","1","@emolga6128","true","false","false","false","","false",""
"1 month ago","🤣","2","@Toobaa80","true","false","false","false","","false",""
"1 month ago","sorry, changed my mind after 4:03 minutes","1","@Oliverblob","false","false","false","false","","false",""
"1 month ago","Yo but, This is actually kinda good","1","@Oliverblob","false","false","false","false","","false",""
"1 month ago (edited)","3:08 LUCAS THE SPIDER YEAH","1","@MartialAutomobileIndustries","false","false","false","false","","false",""
"1 month ago","It's nice to come back every so often and reflect on how truly terrible this was.","1","@DS-gc7vg","false","false","false","false","","false",""
"1 month ago","People who came here from TheOdd1sOut  👇","1","@August683","false","false","false","false","","false",""
"1 month ago","People who think we should bring back rewind 👇👇👇👇","1","@BowZ_VR","false","false","false","false","","false",""
"1 month ago","How many dislikes can we get this video to?","1","@legendproductions538","false","false","false","false","","false",""
"1 month ago","20M dislike believe me.","0","@apsarooh","true","false","false","false","","false",""
"1 month ago","看看以前的yt再看看現在的yt，現在根本是屎，推什麼長按兩倍速的功能，有夠爛，我看影片兩倍速，請問這東西有什麼屁用，我不反對放這垃圾功能上來，但請給我們選擇是否要用以前的功能，而不是現在這屎一樣的功能","1","@yu-chichen5584","false","false","false","false","","false",""
"1 month ago","Ngl he does hav a point.","1","@nixetoile","true","false","false","false","","false",""
"1 month ago","Guys do not get a famous comment or YouTube will remove it😂 (Just kidding YouTube you are amazing)","1","@Abhycool013","false","false","false","false","","false",""
"1 month ago","fyi, 20M dislikes (2024)","1","@jahirvr1229","false","false","false","false","","false",""
"1 month ago","It’s crazy that Mr beast and t-series have more subs than YouTube","1","@madremujerysonadora6926","false","false","false","false","","false",""
"1 month ago","it's 20M now","1","@AhmedIsHere","false","false","false","false","","false",""
"1 month ago","20.8M dislikes is wild","1","@BaytideDragons","false","false","false","false","","false",""
"1 month ago","Thanks","0","@Motionmanguyrn","true","false","false","false","","false",""
"1 month ago","20M dislikes now...","1","@Calvin.Elephants","false","false","false","false","","false",""
"1 month ago","Of course Theodd1souts’ part is the most replayed","1","@Flabberghasted4","false","false","false","false","","false",""
"1 month ago","Best youtube rewind no joke","1","@Ododibal","false","false","false","false","","false",""
"1 month ago","Glorified Cringeness","1","@chesterlai9444","false","false","false","false","","false",""
"1 month ago","Youtube wants to get 20 m dislikes💀💀","1","@The-fr-Goose","false","false","false","false","","false",""
"1 month ago","Nahhhh","0","@Alex-ne6ps","true","false","false","false","","false",""
"1 month ago","Current dislikes=21 million","1","@Macha-yg2qb","false","false","false","false","","false",""
"1 month ago","20.4m dislikes💀","1","@TheStillCake","false","false","false","false","","false",""
"1 month ago (edited)","It’s now the mid 2020s and this is becoming very nostalgic 😅😳 I fr watched the entire video too","1","@JamesK7911","false","false","false","false","","false",""
"1 month ago","pewdiepie not here  Jaiden manages to animate pewdiepie reference GG Jaiden","1","@rachelcanasa6222","false","false","false","false","","false",""
"1 month ago","megamind 2 trailer is worse then this","1","@Gaiden_The_Anti_Furry","false","false","false","false","","false",""
"1 month ago","Does anyone else realise there is an extension to bring dislikes back?","1","@GodisWithUsMinistries","false","false","false","false","","false",""
"1 month ago","20.419.533 dislikes","1","@TheVoidIncident","false","false","false","false","","false",""
"1 month ago","Make sure to leave your own ceremonial dislike!","1","@waffle498","false","false","false","false","","false",""
"1 month ago","YouTube needs too bring back dislikes.","1","@hensen5309","false","false","false","false","","false",""
"1 month ago","This was an awful video even after rewatching it but we need these back. The whole community coming together to collectivley hate youtube rewind was like getting christmas early","1","@rubixcube9352","false","false","false","false","","false",""
"1 month ago","Genuine question. Why is this hated so much?","1","@Mightymi25","false","false","false","false","","false",""
"1 month ago","20M Dislikes","1","@IronEvanPlays","false","false","false","false","","false",""
"1 month ago","Jaden sneekin the pewdipie reference is amazing Karen's the queen and the gout!","1","@Hello_8D","false","false","false","false","","false",""
"1 month ago","At 3:26 and the smug look means SHE KNEW SHE WAS GETTING AWAY WITH IT","0","@Hello_8D","true","false","false","false","","false",""
"1 month ago","People who are here because of James","1","@Mysteriouschew5927","false","false","false","false","","false",""
"1 month ago","20 million dislkes omg","1","@roblox_dzen_amogus_core_studio","false","false","false","false","","false",""
"1 month ago","it just hit the 1 mil dislikes💀💀","1","@user-qe2jd3it6r","false","false","false","false","","false",""
"1 month ago","Beni no existe xddd","1","@nelf.m3848","false","false","false","false","","false",""
"1 month ago","20m dislikes is crayzy","1","@luckysecretyt9614","false","false","false","false","","false",""
"1 month ago","0:09","1","@user-fg7gv1ty3m","false","false","false","false","","false",""
"1 month ago","now there is 20mil dislikes ✨","1","@Mac_N_Cheese","false","false","false","false","","false",""
"1 month ago","Its 20 million dislike ic","1","@eliasrealm","false","false","false","false","","false",""
"1 month ago","3:02","1","@G.M.O.S.","false","false","false","false","","false",""
"1 month ago","R.I.P yt rewinds.  You will be missed","1","@travelswithvinny","false","false","false","false","","false",""
"1 month ago","Everyone get this comment's dislikes to 19M as a tribute!","1","@1976danda","false","false","false","false","","false",""
"1 month ago","this Video got 20 Mil dislikes in 16th of April 2024","1","@b.deshi_gamer7022","false","false","false","false","","false",""
"1 month ago","Lest we forget the dislike button","1","@user-vs5el4fj9y","false","false","false","false","","false",""
"1 month ago","Lowkey miss this era of yt","1","@Daeily_Clips","false","false","false","false","","false",""
